code,species_name
ABPAE35030,SAYOsaya - Say's Phoebe (Sayornis saya) - SNA
ABPAE52020,TYRAcouc - Couch's Kingbird (Tyrannus couchii) - SNA
ABPAE52070,TYRAdomi - Gray Kingbird (Tyrannus dominicensis) - SNA
ABPAE52100,TYRAforf - Scissor-tailed Flycatcher (Tyrannus forficatus) - SNA
ABPAE52010,TYRAmela - Tropical Kingbird (Tyrannus melancholicus) - SNA
ABPAE52110,TYRAsava - Fork-tailed Flycatcher (Tyrannus savana) - SNA
ABPAE52060,TYRAtyra - Eastern Kingbird (Tyrannus tyrannus) - S3B
ABPAE52050,TYRAvert - Western Kingbird (Tyrannus verticalis) - SNA
ABPAE52030,TYRAvoci - Cassin's Kingbird (Tyrannus vociferans) - SNA
ABPAT02010,"EREMalpe - Horned Lark (Eremophila alpestris) - SHB,S4S5N,S5M"
ABPAU09030,HIRUrust - Barn Swallow (Hirundo rustica) - S3B
ABPAU09020,PETRfulv - Cave Swallow (Petrochelidon fulva) - SNA
ABPAU09010,PETRpyrr - Cliff Swallow (Petrochelidon pyrrhonota) - S2S3B
ABPAU01010,PROGsubi - Purple Martin (Progne subis) - SHB
ABPAU08010,RIPAripa - Bank Swallow (Riparia riparia) - S2B
ABPAU07010,STELserr - Northern Rough-winged Swallow (Stelgidopteryx serripennis) - SNA
ABPAU03010,TACHbico - Tree Swallow (Tachycineta bicolor) - S4B
ABPAU03050,TACHcyan - Bahama Swallow (Tachycineta cyaneoviridis) - SNA
ABPAU03040,TACHthal - Violet-Green Swallow (Tachycineta thalassina) - SNA
ABPAV10170,CORVbrac - American Crow (Corvus brachyrhynchos) - S5
ABPAV10110,CORVcora - Common Raven (Corvus corax) - S5
ABPAV10120,CORVmone - Eurasian Jackdaw (Corvus monedula) - SNA
ABPAV10080,CORVossi - Fish Crow (Corvus ossifragus) - SNA
ABPAV02020,CYANcris - Blue Jay (Cyanocitta cristata) - S5
ABPAV01010,PERIcana - Canada Jay (Perisoreus canadensis) - S3
ABPAV09010,PICAhuds - Black-billed Magpie (Pica hudsonia) - SNA
ABPAW01110,BAEObico - Tufted Titmouse (Baeolophus bicolor) - SNA
ABPAW01010,POECatri - Black-capped Chickadee (Poecile atricapillus) - S5
ABPAW01060,POEChuds - Boreal Chickadee (Poecile hudsonicus) - S3
ABPAZ01010,SITTcana - Red-breasted Nuthatch (Sitta canadensis) - S4S5
ABPAZ01020,SITTcaro - White-breasted Nuthatch (Sitta carolinensis) - S4
ABPBA01010,CERTamer - Brown Creeper (Certhia americana) - S5
ABPBG10020,CISTpalu - Marsh Wren (Cistothorus palustris) - S1B
ABPBG10010,CISTplat - Grass Wren (Cistothorus platensis) - SNA
ABPBG10030,CISTstel - Sedge Wren (Cistothorus stellaris) - SNA
ABPBG03010,SALPobso - Rock Wren (Salpinctes obsoletus) - SNA
ABPBG07010,THRYbewi - Bewick's Wren (Thryomanes bewickii) - SNA
ABPBG06130,THRYludo - Carolina Wren (Thryothorus ludovicianus) - SNA
ABPBG09010,TROGaedo - House Wren (Troglodytes aedon) - SNA
ABPBG09100,TROGtrog - Winter Wren (Troglodytes hiemalis) - S5B
ABPBJ18120,CATHbick - Bicknell's Thrush (Catharus bicknelli) - S1B
ABPBJ18080,CATHfusc - Veery (Catharus fuscescens) - S4B
ABPBJ18110,CATHgutt - Hermit Thrush (Catharus guttatus) - S5B
ABPBJ18090,CATHmini - Grey-cheeked Thrush (Catharus minimus) - SUB
ABPBJ18092,CATHmial - Northern Gray-cheeked Thrush (Catharus minimus aliciae) - SUM
ABPBJ18091,CATHmimi - Gray-cheeked Thrush minimus subspecies (Catharus minimus minimus) - S1?B
ABPBJ18100,"CATHustu - Swainson's Thrush (Catharus ustulatus) - S4B,S5M"
ABPBJ05020,"CORTcale - Ruby-crowned Kinglet (Corthylio calendula) - S4B,S5M"
ABPBJ19010,HYLOmust - Wood Thrush (Hylocichla mustelina) - SUB
ABPBJ22010,IXORnaev - Varied Thrush (Ixoreus naevius) - SNA
ABPBJ16010,MYADtown - Townsend's Solitaire (Myadestes townsendi) - SNA
ABPBJ14010,OENAoena - Northern Wheatear (Oenanthe oenanthe) - SNA
ABPBJ08010,POLIcaer - Blue-gray Gnatcatcher (Polioptila caerulea) - SNA
ABPBJ05010,REGUsatr - Golden-crowned Kinglet (Regulus satrapa) - S5
ABPBJ15030,SIALcurr - Mountain Bluebird (Sialia currucoides) - SNA
ABPBJ15010,SIALsial - Eastern Bluebird (Sialia sialis) - S3B
ABPBJ20050,TURDilia - Redwing (Turdus iliacus) - SNA
ABPBJ20170,"TURDmigr - American Robin (Turdus migratorius) - S5B,S3N"
ABPBJ20040,TURDpila - Fieldfare (Turdus pilaris) - SNA
ABPBK01010,DUMEcaro - Grey Catbird (Dumetella carolinensis) - S4B
ABPBK03010,MIMUpoly - Northern Mockingbird (Mimus polyglottos) - S1B
ABPBK06010,TOXOrufu - Brown Thrasher (Toxostoma rufum) - S1B
ABPBM02050,ANTHrube - American Pipit (Anthus rubescens) - S4M
ABPBN01020,BOMBcedr - Cedar Waxwing (Bombycilla cedrorum) - S5B
ABPBN01010,BOMBgarr - Bohemian Waxwing (Bombycilla garrulus) - S4N
ABPBR01040,LANIbore - Northern Shrike (Lanius borealis) - S3S4N
ABPBR01010,LANIcris - Brown Shrike (Lanius cristatus) - SNA
ABPBR01030,LANIludo - Loggerhead Shrike (Lanius ludovicianus) - SXB
ABPBR01037,LANIlumi - Migrant Loggerhead Shrike (Lanius ludovicianus migrans) - SXB
ABPBR01038,LANIludo - Loggerhead Shrike Eastern subspecies (Lanius ludovicianus pop. 1) - SXB
ABPBT01010,STURvulg - European Starling (Sturnus vulgaris) - SNA
ABPBW01110,VIREbell - Bell's Vireo (Vireo bellii) - SNA
ABPBW01170,VIREflav - Yellow-throated Vireo (Vireo flavifrons) - SNA
ABPBW01210,"VIREgilv - Warbling Vireo (Vireo gilvus) - S1B,SUM"
ABPBW01020,VIREgris - White-eyed Vireo (Vireo griseus) - SNA
ABPBW01240,VIREoliv - Red-eyed Vireo (Vireo olivaceus) - S5B
ABPBW01230,"VIREphil - Philadelphia Vireo (Vireo philadelphicus) - S2?B,SUM"
ABPBW01280,VIREplum - Plumbeous Vireo (Vireo plumbeus) - SNA
ABPBW01160,VIREsoli - Blue-headed Vireo (Vireo solitarius) - S5B
ABPBXB0010,AGELphoe - Red-winged Blackbird (Agelaius phoeniceus) - S4B
ABPBXA0020,AMMOsava - Grasshopper Sparrow (Ammodramus savannarum) - SNA
ABPBXA0024,AMMOsapr - Grasshopper Sparrow pratensis subspecies (Ammodramus savannarum pratensis) - SNA
ABPBXA0050,AMMOcaud - Saltmarsh Sparrow (Ammospiza caudacuta) - SNA
ABPBXA0040,AMMOleco - LeConte's Sparrow (Ammospiza leconteii) - SNA
ABPBXA0060,AMMOmari - Seaside Sparrow (Ammospiza maritima) - SNA
ABPBXA0070,AMMOnels - Nelson's Sparrow (Ammospiza nelsoni) - S3S4B
ABPBX97020,ARTEbell - Bell's Sparrow (Amphispiza belli) - SNA
ABPBX98010,CALAmela - Lark Bunting (Calamospiza melanocorys) - SNA
ABPBXA6020,"CALClapp - Lapland Longspur (Calcarius lapponicus) - S3?N,SUM"
ABPBXA6040,CALCorna - Chestnut-collared Longspur (Calcarius ornatus) - SNA
ABPBXA6030,CALCpict - Smith's Longspur (Calcarius pictus) - SNA
ABPBX16030,CARDcana - Canada Warbler (Cardellina canadensis) - S3B
ABPBX16020,"CARDpusi - Wilson's Warbler (Cardellina pusilla) - S3B,S5M"
ABPBX60010,CARDcard - Northern Cardinal (Cardinalis cardinalis) - S4
ABPBXA0030,CENThens - Henslow's Sparrow (Centronyx henslowii) - SNA
ABPBX96010,CHONgram - Lark Sparrow (Chondestes grammacus) - SNA
ABPBXA9010,DOLIoryz - Bobolink (Dolichonyx oryzivorus) - S3B
ABPBXB5010,EUPHcaro - Rusty Blackbird (Euphagus carolinus) - S2B
ABPBXB5020,EUPHcyan - Brewer's Blackbird (Euphagus cyanocephalus) - SNA
ABPBX11010,GEOTform - Kentucky Warbler (Geothlypis formosa) - SNA
ABPBX11030,"GEOTphil - Mourning Warbler (Geothlypis philadelphia) - S4B,S5M"
ABPBX11040,GEOTtolm - MacGillivray's Warbler (Geothlypis tolmiei) - SNA
ABPBX12010,GEOTtric - Common Yellowthroat (Geothlypis trichas) - S5B
ABPBX08010,HELMverm - Worm-eating Warbler (Helmitheros vermivorum) - SNA
ABPBX24010,ICTEvire - Yellow-Breasted Chat (Icteria virens) - SNA
ABPBXB9220,ICTEbull - Bullock's Oriole (Icterus bullockii) - SNA
ABPBXB9080,ICTEcucu - Hooded Oriole (Icterus cucullatus) - SNA
ABPBXB9010,ICTEdomi - Hispaniolan Oriole (Icterus dominicensis) - SNA
ABPBXB9190,"ICTEgalb - Baltimore Oriole (Icterus galbula) - S2S3B,SUM"
ABPBXB9070,ICTEspur - Orchard Oriole (Icterus spurius) - SNA
ABPBXA5020,JUNChyem - Dark-eyed Junco (Junco hyemalis) - S4S5
ABPBXA5023,JUNChyhy - Slate-coloured Junco (Junco hyemalis hyemalis) - S4S5
ABPBXA5028,JUNChymo - Montana Junco (Junco hyemalis montanus) - SNA
ABPBX01050,OREOcela - Orange-crowned Warbler (Leiothlypis celata) - SUM
ABPBX01040,"LEIOpere - Tennessee Warbler (Leiothlypis peregrina) - S3S4B,S5M"
ABPBX01060,"OREOrufi - Nashville Warbler (Leiothlypis ruficapilla) - S4B,S5M"
ABPBX01061,OREOruri - Nashville Warbler (Leiothlypis ruficapilla ridgwayi) - SNA
ABPBX01070,OREOvirg - Virginia's Warbler (Leiothlypis virginiae) - SNA
ABPBX09010,LIMNswai - Swainson's Warbler (Limnothlypis swainsonii) - SNA
ABPBXA3030,MELOgeor - Swamp Sparrow (Melospiza georgiana) - S5B
ABPBXA3020,"MELOlinc - Lincoln's Sparrow (Melospiza lincolnii) - S4B,S5M"
ABPBXA3010,MELOmelo - Song Sparrow (Melospiza melodia) - S5B
ABPBX05010,MNIOvari - Black-and-White Warbler (Mniotilta varia) - S5B
ABPBXB7020,MOLOaene - Bronzed Cowbird (Molothrus aeneus) - SNA
ABPBXB7030,MOLOater - Brown-headed Cowbird (Molothrus ater) - S2B
ABPBXB7010,MOLObona - Shiny Cowbird (Molothrus bonariensis) - SNA
ABPBX11020,OPORagil - Connecticut Warbler (Oporornis agilis) - SNA
ABPBX10030,PARKmota - Louisiana Waterthrush (Parkesia motacilla) - SNA
ABPBX10020,"PARKnove - Northern Waterthrush (Parkesia noveboracensis) - S4B,S5M"
ABPBX99010,"PASSsand - Savannah Sparrow (Passerculus sandwichensis) - S4S5B,S5M"
ABPBX9901C,PASSsapr - Ipswich Sparrow (Passerculus sandwichensis princeps) - S1B
ABPBXA2010,"PASSilia - Fox Sparrow (Passerella iliaca) - S3S4B,S5M"
ABPBX64020,PASSamoe - Lazuli Bunting (Passerina amoena) - SNA
ABPBX64010,GUIRcaer - Blue Grosbeak (Passerina caerulea) - SNA
ABPBX64060,PASSciri - Painted Bunting (Passerina ciris) - SNA
ABPBX64030,"PASScyan - Indigo Bunting (Passerina cyanea) - S1?B,SUM"
ABPBX91050,PEUCaest - Bachman's Sparrow (Peucaea aestivalis) - SNA
ABPBX91070,PEUCcass - Cassin's Sparrow (Peucaea cassinii) - SNA
ABPBX61030,PHEUludo - Rose-breasted Grosbeak (Pheucticus ludovicianus) - S3B
ABPBX61040,PHEUmela - Black-headed Grosbeak (Pheucticus melanocephalus) - SNA
ABPBX74010,PIPIchlo - Green-tailed Towhee (Pipilo chlorurus) - SNA
ABPBX74030,PIPIeryt - Eastern Towhee (Pipilo erythrophthalmus) - SNA
ABPBX74080,PIPImacu - Spotted Towhee (Pipilo maculatus) - SNA
ABPBX45050,PIRAludo - Western Tanager (Piranga ludoviciana) - SNA
ABPBX45040,"PIRAoliv - Scarlet Tanager (Piranga olivacea) - S2B,SUM"
ABPBX45030,PIRArubr - Summer Tanager (Piranga rubra) - SNA
ABPBXA8010,PLECniva - Snow Bunting (Plectrophenax nivalis) - S5N
ABPBX95010,"POOEgram - Vesper Sparrow (Pooecetes gramineus) - S1S2B,SUM"
ABPBX07010,PROTcitr - Prothonotary Warbler (Protonotaria citrea) - SNA
ABPBXB6060,QUISmajo - Boat-tailed Grackle (Quiscalus major) - SNA
ABPBXB6050,QUISmexi - Great-tailed Grackle (Quiscalus mexicanus) - SNA
ABPBXB6070,QUISquis - Common Grackle (Quiscalus quiscula) - S5B
ABPBX10010,SEIUauro - Ovenbird (Seiurus aurocapilla) - S5B
ABPBX02010,SETOamer - Northern Parula (Setophaga americana) - S5B
ABPBX03050,SETOcaer - Black-throated Blue Warbler (Setophaga caerulescens) - S5B
ABPBX03220,"SETOcast - Bay-breasted Warbler (Setophaga castanea) - S3S4B,S4S5M"
ABPBX03240,SETOceru - Cerulean Warbler (Setophaga cerulea) - SNA
ABPBX16010,SETOcitr - Hooded Warbler (Setophaga citrina) - SNA
ABPBX03060,SETOcoro - Yellow-rumped Warbler (Setophaga coronata) - S5B
ABPBX03061,SETOcoau - Audubon's Warbler (Setophaga coronata auduboni) - SNA
ABPBX03190,SETOdisc - Prairie Warbler (Setophaga discolor) - SNA
ABPBX03130,SETOdomi - Yellow-throated Warbler (Setophaga dominica) - SNA
ABPBX03120,"SETOfusc - Blackburnian Warbler (Setophaga fusca) - S4B,S5M"
ABPBX03030,SETOmagn - Magnolia Warbler (Setophaga magnolia) - S5B
ABPBX03070,SETOnigr - Black-throated Gray Warbler (Setophaga nigrescens) - SNA
ABPBX03090,SETOocci - Hermit Warbler (Setophaga occidentalis) - SNA
ABPBX03210,SETOpalm - Palm Warbler (Setophaga palmarum) - S5B
ABPBX03211,SETOpahy - Eastern Palm Warbler (Setophaga palmarum hypochrysea) - S5B
ABPBX03212,SETOpapa - Western Palm Warbler (Setophaga palmarum palmarum) - SNA
ABPBX03020,SETOpens - Chestnut-sided Warbler (Setophaga pensylvanica) - S5B
ABPBX03010,SETOpete - Yellow Warbler (Setophaga petechia) - S5B
ABPBX03170,"SETOpinu - Pine Warbler (Setophaga pinus) - S2S3B,S4S5M"
ABPBX06010,SETOruti - American Redstart (Setophaga ruticilla) - S5B
ABPBX03230,"SETOstri - Blackpoll Warbler (Setophaga striata) - S3B,S5M"
ABPBX03040,"SETOtigr - Cape May Warbler (Setophaga tigrina) - S3B,SUM"
ABPBX03080,SETOtown - Townsend's Warbler (Setophaga townsendi) - SNA
ABPBX03100,SETOvire - Black-throated Green Warbler (Setophaga virens) - S5B
ABPBX65010,SPIZamer - Dickcissel (Spiza americana) - SNA
ABPBX94040,SPIZbrew - Brewer's Sparrow (Spizella breweri) - SNA
ABPBX94030,SPIZpall - Clay-coloured Sparrow (Spizella pallida) - SNA
ABPBX94020,"SPIZpass - Chipping Sparrow (Spizella passerina) - S4B,S5M"
ABPBX94050,SPIZpusi - Field Sparrow (Spizella pusilla) - SNA
ABPBX94010,SPIZarbo - American Tree Sparrow (Spizelloides arborea) - S5N
ABPBXB2040,STURmagn - Eastern Meadowlark (Sturnella magna) - SHB
ABPBXB2030,STURnegl - Western Meadowlark (Sturnella neglecta) - SNA
ABPBX01030,VERMchry - Golden-winged Warbler (Vermivora chrysoptera) - SNA
ABPBX01020,VERMcyan - Blue-winged Warbler (Vermivora cyanoptera) - SNA
ABPBXB3010,XANTxant - Yellow-headed Blackbird (Xanthocephalus xanthocephalus) - SNA
ABPBXA4020,"ZONOalbi - White-throated Sparrow (Zonotrichia albicollis) - S4S5B,S5M"
ABPBXA4030,ZONOatri - Golden-Crowned Sparrow (Zonotrichia atricapilla) - SNA
ABPBXA4040,ZONOleuc - White-crowned Sparrow (Zonotrichia leucophrys) - SUM
ABPBXA4041,ZONOlega - Gambel's Sparrow (Zonotrichia leucophrys gambelii) - SNA
ABPBXA4050,ZONOquer - Harris's Sparrow (Zonotrichia querula) - SNA
ABPBY06010,CARDflam - Common Redpoll (Acanthis flammea) - S5N
ABPBY06020,CARDhorn - Hoary Redpoll (Acanthis hornemanni) - SNA
ABPBY06120,CARDcard - European Goldfinch (Carduelis carduelis) - SNA
ABPBY09020,"COCCvesp - Evening Grosbeak (Coccothraustes vespertinus) - S3B,S3N,S3M"
ABPBY01010,FRINcoel - Common Chaffinch (Fringilla coelebs) - SNA
ABPBY01020,FRINmont - Brambling (Fringilla montifringilla) - SNA
ABPBY04040,HAEMmexi - House Finch (Haemorhous mexicanus) - SNA
ABPBY04020,"HAEMpurp - Purple Finch (Haemorhous purpureus) - S4S5B,S3S4N,S5M"
ABPBY02030,LEUCteph - Gray-crowned Rosy-Finch (Leucosticte tephrocotis) - SNA
ABPBY05050,LOXIcurv - Red Crossbill (Loxia curvirostra) - S3S4
ABPBY05020,LOXIleuc - White-winged Crossbill (Loxia leucoptera) - S4S5
ABPBY03010,"PINIenuc - Pine Grosbeak (Pinicola enucleator) - S3B,S5N,S5M"
ABPBY06030,SPINpinu - Pine Siskin (Spinus pinus) - S3
ABPBY06110,SPINtris - American Goldfinch (Spinus tristis) - S5
ABPBZ01010,PASSdome - House Sparrow (Passer domesticus) - SNA
AFBAA03010,PETRmari - Sea Lamprey (Petromyzon marinus) - S5B
AFCAA01040,ACIPoxyr - Atlantic Sturgeon (Acipenser oxyrinchus) - S2S3N
AFCEA01010,ANGUrost - American Eel (Anguilla rostrata) - S3N
AFCFA01010,ALOSaest - Blueback Herring (Alosa aestivalis) - S4B
AFCFA01050,ALOSpseu - Alewife (Alosa pseudoharengus) - S3B
AFCFA01060,ALOSsapi - American Shad (Alosa sapidissima) - S5B
AFCHA01040,COREclup - Lake Whitefish (Coregonus clupeaformis) - S4S5
AFCHA01042,COREcl.M - Lake Whitefish - Mira River population (Coregonus clupeaformis pop. 2) - SNR
AFCHA01170,COREhunt - Atlantic Whitefish (Coregonus huntsmani) - S1
AFCHA02030,ONCOkisu - Coho Salmon (Oncorhynchus kisutch) - SNA
AFCHA02090,ONCOmyki - Rainbow Trout (Oncorhynchus mykiss) - SNA
AFCHA02050,ONCOtsha - Chinook Salmon (Oncorhynchus tshawytscha) - SNA
AFCHA04060,"SALMsala - Atlantic Salmon (Salmo salar) - S1B,S1N"
AFCHA04066,SALMsala - Atlantic Salmon (landlocked) (Salmo salar (landlocked)) - S1S2
AFCHA04061,SALMsa.1 - Atlantic Salmon - Inner Bay of Fundy population (Salmo salar pop. 1) - S1
AFCHA04162,SALMsa.12 - Atlantic Salmon - Gaspe - Southern Gulf of St. Lawrence population (Salmo salar pop. 12) - S1
AFCHA04064,SALMsa.4 - Atlantic Salmon - Eastern Cape Breton population (Salmo salar pop. 4) - S1
AFCHA04A66,SALMsa.6 - Atlantic Salmon - Nova Scotia Southern Upland population (Salmo salar pop. 6) - S1
AFCHA04070,SALMtrut - Brown Trout (Salmo trutta) - SNA
AFCHA05030,SALVfont - Brook Trout (Salvelinus fontinalis) - S3
AFCHA05050,SALVnama - Lake Trout (Salvelinus namaycush) - S3
AFCHB02010,OSMEmord - Rainbow Smelt (Osmerus mordax) - S5B
AFCHD01040,ESOXnige - Chain Pickerel (Esox niger) - SNA
AFCJB04010,CARAaura - Goldfish (Carassius auratus) - SNA
AFCJB31020,PHOXeos - Northern Redbelly Dace (Chrosomus eos) - S5
AFCJB06010,COUEplum - Lake Chub (Couesius plumbeus) - S5
AFCJB51060,LUXIcorn - Common Shiner (Luxilus cornutus) - S5
AFCJB54020,MARGnach - Northern Pearl Dace (Margariscus nachtriebi) - S3
AFCJB27010,NOTEcrys - Golden Shiner (Notemigonus crysoleucas) - S4
AFCJB28530,NOTRhete - Blacknose Shiner (Notropis heterolepis) - S4
AFCJB02012,OSMEmola - Landlocked Rainbow Smelt (Osmerus mordax pop. 4) - S3
AFCJB37010,RHINatra - Eastern Blacknose Dace (Rhinichthys atratulus) - S5
AFCJB41010,SEMOatro - Creek Chub (Semotilus atromaculatus) - S5
AFCJB41020,SEMOcorp - Fallfish (Semotilus corporalis) - SNA
AFCJC02030,CATOcato - Longnose Sucker (Catostomus catostomus) - SNA
AFCJC02060,CATOcomm - White Sucker (Catostomus commersonii) - S5
AFCKA06050,AMEInebu - Brown Bullhead (Ameiurus nebulosus) - S5
AFCMA05010,BROSbros - Cusk (Brosme brosme) - SNR
AFCMA08020,GADUmorh - Atlantic Cod (Gadus morhua) - SNR
AFCMA08027,GADUmo.7 - Atlantic Cod - Laurentian South population (Gadus morhua pop. 7) - SNR
AFCMA08028,GADUmo.6 - Atlantic Cod - Southern population (Gadus morhua pop. 8) - SNR
AFCMA02010,MICRtomc - Atlantic Tomcod (Microgadus tomcod) - S5B
AFCNB04060,FUNDdipo - Banded Killifish (Fundulus diaphanus) - S5
AFCNB04063,FUNDdi.2 - Banded Killifish - Mainland Population (Fundulus diaphanus pop. 2) - S5
AFCNB04080,FUNDhete - Mummichog (Fundulus heteroclitus) - S5
AFCND02040,MENImeni - Atlantic Silverside (Menidia menidia) - S4S5B
AFCPA01010,APELquad - Fourspine Stickleback (Apeltes quadracus) - S5
AFCPA02010,CULAinco - Brook Stickleback (Culaea inconstans) - S3
AFCPA03010,GASTacul - Threespine Stickleback (Gasterosteus aculeatus) - S5
AFCPA03020,GASTwhea - Blackspotted Stickleback (Gasterosteus wheatlandi) - SU
AFCPA04010,PUNGpung - Ninespine Stickleback (Pungitius pungitius) - S5
AFCQA01010,MOROamer - White Perch (Morone americana) - S5
AFCQA01040,"MOROsaxa - Striped Bass (Morone saxatilis) - S2S3B,S2S3N"
AFCQA01041,MOROsa.1 - Striped Bass - Southern Gulf of St. Lawrence population (Morone saxatilis pop. 1) - S2S3N
AFCQA01042,"MOROsa.2 - Striped Bass - Bay of Fundy population (Morone saxatilis pop. 2) - S2S3B,S2S3N"
AFCQB12020,MICRdolo - Smallmouth Bass (Micropterus dolomieu) - SNA
AFCQC03010,PERCflav - Yellow Perch (Perca flavescens) - S5
AFCSD01020,ANARlupu - Atlantic Wolffish (Anarhichas lupus) - SNR
AFDDE01011,CARCca.1 - White Shark - Atlantic population (Carcharodon carcharias pop. 1) - SNRM
AFDDE04020,LAMNnasu - Porbeagle Shark (Lamna nasus) - SNR
AFDDG05011,PRIOglau - Blue Shark - North Atlantic population (Prionace glauca pop. 1) - SNR
AMABA03010,BLARbrev - Northern Short-tailed Shrew (Blarina brevicauda) - S5
AMABA01290,SOREalbi - Eastern Water Shrew (Sorex albibarbis) - S3S4
AMABA01190,SOREarct - Arctic Shrew (Sorex arcticus) - SNA
AMABA01010,SOREcine - Masked Shrew (Sorex cinereus) - S5
AMABA01210,SOREdisp - Long-tailed Shrew (Sorex dispar) - S2
AMABA01200,SOREgasp - Gaspé Shrew (Sorex dispar gaspensis) - S2
AMABA01213,SOREdiki - a long-tailed shrew (Sorex dispar kirklandi) - S1
AMABA01180,SOREfume - Smoky Shrew (Sorex fumeus) - S5
AMABA01050,SOREhoyi - Eastern Pygmy Shrew (Sorex hoyi) - S4
AMABA01380,SOREmari - Maritime Shrew (Sorex maritimensis) - S3
AMABA01150,SOREpalu - American Water Shrew (Sorex palustris) - SNA
AMABB05010,CONDcris - Star-nosed Mole (Condylura cristata) - S5
AMACC04010,EPTEfusc - Big Brown Bat (Eptesicus fuscus) - SNA
AMACC02010,"LASInoct - Silver-haired Bat (Lasionycteris noctivagans) - SUB,S1M"
AMACC05010,"LASIbore - Eastern Red Bat (Lasiurus borealis) - SUB,S1M"
AMACC05032,"LASIcine - Hoary Bat (Lasiurus cinereus) - SUB, S1M"
AMACC01010,MYOTluci - Little Brown Myotis (Myotis lucifugus) - S1
AMACC01150,MYOTsept - Northern Myotis (Myotis septentrionalis) - S1
AMACC03020,PIPIsubf - Tricolored Bat (Perimyotis subflavus) - S1
AMACCunk,VESPsp - bat species (Vespertilionidae sp.) - S1S2
AMAEB03010,LEPUamer - Snowshoe Hare (Lepus americanus) - S5
AMAEB03030,LEPUarct - Arctic Hare (Lepus arcticus) - SNA
AMAEB02010,ORYCcuni - European Rabbit (Oryctolagus cuniculus) - SNA
AMAFB09030,GLAUsabr - Northern Flying Squirrel (Glaucomys sabrinus) - S5
AMAFB09010,GLAUvola - Southern Flying Squirrel (Glaucomys volans) - S3S4
AMAFB03010,MARMmona - Woodchuck (Marmota monax) - S5
AMAFB07010,SCIUcaro - Eastern Grey Squirrel (Sciurus carolinensis) - SNA
AMAFB02230,TAMIstri - Eastern Chipmunk (Tamias striatus) - S5
AMAFB08040,TAMIhuds - Red Squirrel (Tamiasciurus hudsonicus) - S5
AMAFE01010,CASTcana - North American Beaver (Castor canadensis) - S5
AMAFF11090,MICRchro - Rock Vole (Microtus chrotorrhinus) - S2
AMAFF11010,MICRpenn - Meadow Vole (Microtus pennsylvanicus) - S5
AMAFF22010,MUSmusc - House Mouse (Mus musculus) - SNA
AMAFF09020,MYODgapp - Southern Red-backed Vole (Myodes gapperi) - S5
AMAFF15010,ONDAzibe - Common Muskrat (Ondatra zibethicus) - S5
AMAFF03070,PEROleuc - White-footed Deermouse (Peromyscus leucopus) - S5
AMAFF03040,PEROmani - North American Deer Mouse (Peromyscus maniculatus) - S5
